|   Iteraciones |             a |            xm |             b |         f(xm) | Error             |
|            51 | 2.30372832 | 2.13963267 | 5.04077402 | 0.00000066 |
|            52 | 2.30372779 | 2.13963228 | 5.04077396 | 0.00000053 |
|            53 | 2.30372737 | 2.13963197 | 5.04077392 | 0.00000042 |
|            54 | 2.30372703 | 2.13963171 | 5.04077388 | 0.00000034 |
|            55 | 2.30372676 | 2.13963151 | 5.04077385 | 0.00000027 |
|            56 | 2.30372654 | 2.13963135 | 5.04077383 | 0.00000022 |
|            57 | 2.30372637 | 2.13963123 | 5.04077381 | 0.00000017 |
|            58 | 2.30372623 | 2.13963112 | 5.04077380 | 0.00000014 |
|            59 | 2.30372612 | 2.13963104 | 5.04077379 | 0.00000011 |
|            60 | 2.30372603 | 2.13963098 | 5.04077378 | 0.00000009 |



Resultados del metodo de Gauss-Seidel con la matriz A: 
{A}
b: 
{b}
x0:
{x0}
 



|   Iteraciones |         x1 |         x2 |         x3 |      Error |
|---------------|------------|------------|------------|------------|
|             0 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 |
|             1 | 1.00000000 | 3.00000000 | 4.49975000 | 1.00000000 |
|             2 | 2.90500750 | 2.60257875 | 5.07535719 | 0.37534452 |
|             3 | 2.61749283 | 2.28613926 | 5.08258839 | 0.06225952 |
|             4 | 2.40209705 | 2.17627200 | 5.05620626 | 0.04260028 |
|             5 | 2.32817878 | 2.14722751 | 5.04498782 | 0.01465182 |
|             6 | 2.30876507 | 2.14088619 | 5.04171972 | 0.00385061 |
|             7 | 2.30455102 | 2.13975959 | 5.04094786 | 0.00083596 |
|             8 | 2.30380809 | 2.13961969 | 5.04079710 | 0.00014738 |
|             9 | 2.30371747 | 2.13961961 | 5.04077447 | 0.00001798 |
|            10 | 2.30371810 | 2.13962671 | 5.04077285 | 0.00000141 |
|            11 | 2.30372298 | 2.13962963 | 5.04077334 | 0.00000097 |
|            12 | 2.30372495 | 2.13963047 | 5.04077362 | 0.00000039 |
|            13 | 2.30372551 | 2.13963067 | 5.04077371 | 0.00000011 |
|            14 | 2.30372565 | 2.13963071 | 5.04077373 | 0.00000003 |



Resultados del metodo de Gauss-Seidel con la matriz A: 
[[100. -68.   3.]
 [-20.  40.  12.]
 [-10.  10.  40.]]
b: 
[100.   100.   199.99]
x0:
[2.30372565 2.13963071 5.04077373]
 



|   Iteraciones |         x1 |         x2 |         x3 |      Error |
|---------------|------------|------------|------------|------------|
|             0 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 |
|             1 | 1.00000000 | 3.00000000 | 4.49975000 | 1.00000000 |
|             2 | 2.90500750 | 2.60257875 | 5.07535719 | 0.37534452 |
|             3 | 2.61749283 | 2.28613926 | 5.08258839 | 0.06225952 |
|             4 | 2.40209705 | 2.17627200 | 5.05620626 | 0.04260028 |
|             5 | 2.32817878 | 2.14722751 | 5.04498782 | 0.01465182 |
|             6 | 2.30876507 | 2.14088619 | 5.04171972 | 0.00385061 |
|             7 | 2.30455102 | 2.13975959 | 5.04094786 | 0.00083596 |
|             8 | 2.30380809 | 2.13961969 | 5.04079710 | 0.00014738 |
|             9 | 2.30371747 | 2.13961961 | 5.04077447 | 0.00001798 |
|            10 | 2.30371810 | 2.13962671 | 5.04077285 | 0.00000141 |
|            11 | 2.30372298 | 2.13962963 | 5.04077334 | 0.00000097 |
|            12 | 2.30372495 | 2.13963047 | 5.04077362 | 0.00000039 |
|            13 | 2.30372551 | 2.13963067 | 5.04077371 | 0.00000011 |
|            14 | 2.30372565 | 2.13963071 | 5.04077373 | 0.00000003 |



Resultados del metodo de Gauss-Seidel con la matriz A: 
[[100. -68.   3.]
 [-20.  40.  12.]
 [-10.  10.  40.]]
b: 
[100.   100.   199.99]
x0:
[0. 0. 0.]
 



|   Iteraciones |         x1 |         x2 |         x3 |      Error |
|---------------|------------|------------|------------|------------|
|             0 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 |
|             1 | 1.00000000 | 3.00000000 | 4.49975000 | 1.00000000 |
|             2 | 2.90500750 | 2.60257875 | 5.07535719 | 0.37534452 |
|             3 | 2.61749283 | 2.28613926 | 5.08258839 | 0.06225952 |
|             4 | 2.40209705 | 2.17627200 | 5.05620626 | 0.04260028 |
|             5 | 2.32817878 | 2.14722751 | 5.04498782 | 0.01465182 |
|             6 | 2.30876507 | 2.14088619 | 5.04171972 | 0.00385061 |
|             7 | 2.30455102 | 2.13975959 | 5.04094786 | 0.00083596 |
|             8 | 2.30380809 | 2.13961969 | 5.04079710 | 0.00014738 |
|             9 | 2.30371747 | 2.13961961 | 5.04077447 | 0.00001798 |
|            10 | 2.30371810 | 2.13962671 | 5.04077285 | 0.00000141 |
|            11 | 2.30372298 | 2.13962963 | 5.04077334 | 0.00000097 |
|            12 | 2.30372495 | 2.13963047 | 5.04077362 | 0.00000039 |
|            13 | 2.30372551 | 2.13963067 | 5.04077371 | 0.00000011 |
|            14 | 2.30372565 | 2.13963071 | 5.04077373 | 0.00000003 |



Resultados del metodo de Jacobi con la matriz A: 
[[100. -68.   3.]
 [-20.  40.  12.]
 [-10.  10.  40.]]
b: 
[100.   100.   199.99]
x0:
[0. 0. 0.]
 

|   Iteraciones |         x1 |         x2 |         x3 |      Error |
|---------------|------------|------------|------------|------------|
|             0 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 |
|             1 | 1.00000000 | 2.50000000 | 4.99975000 | 1.00000000 |
|             2 | 2.55000750 | 1.50007500 | 4.62475000 | 0.33515487 |
|             3 | 1.88130850 | 2.38757875 | 5.26223313 | 0.16865535 |
|             4 | 2.46568656 | 1.86198431 | 4.87318244 | 0.11991713 |
|             5 | 2.11995386 | 2.27088855 | 5.15067556 | 0.07938847 |
|             6 | 2.38968395 | 2.01477426 | 4.96201633 | 0.05435897 |
|             7 | 2.22118601 | 2.20623707 | 5.09347742 | 0.03758980 |
|             8 | 2.34743689 | 2.08254978 | 5.00348723 | 0.02523258 |
|             9 | 2.26602923 | 2.17267227 | 5.06597178 | 0.01778977 |
|            10 | 2.32543799 | 2.11322308 | 5.02308924 | 0.01183519 |
|            11 | 2.28629902 | 2.15579222 | 5.05280373 | 0.00842486 |
|            12 | 2.31435460 | 2.12730839 | 5.03237670 | 0.00566012 |
|            13 | 2.29559841 | 2.14746429 | 5.04651155 | 0.00399403 |
|            14 | 2.30888037 | 2.13384574 | 5.03678353 | 0.00270382 |
|            15 | 2.29991160 | 2.14340513 | 5.04350866 | 0.00189538 |
|            16 | 2.30621023 | 2.13690320 | 5.03887662 | 0.00129035 |
|            17 | 2.30192788 | 2.14144213 | 5.04207676 | 0.00090021 |
|            18 | 2.30491834 | 2.13834091 | 5.03987144 | 0.00061534 |
|            19 | 2.30287568 | 2.14049774 | 5.04139436 | 0.00042782 |
|            20 | 2.30429663 | 2.13901953 | 5.04034448 | 0.00029328 |
|            21 | 2.30332295 | 2.14004497 | 5.04106928 | 0.00020342 |
|            22 | 2.30399850 | 2.13934069 | 5.04056949 | 0.00013972 |
|            23 | 2.30353458 | 2.13982840 | 5.04091445 | 0.00009675 |
|            24 | 2.30385588 | 2.13949296 | 5.04067655 | 0.00006655 |
|            25 | 2.30363491 | 2.13972498 | 5.04084073 | 0.00004603 |
|            26 | 2.30378776 | 2.13956524 | 5.04072748 | 0.00003169 |
|            27 | 2.30368254 | 2.13967564 | 5.04080563 | 0.00002190 |
|            28 | 2.30375526 | 2.13959958 | 5.04075173 | 0.00001509 |
|            29 | 2.30370516 | 2.13965211 | 5.04078892 | 0.00001042 |
|            30 | 2.30373977 | 2.13961590 | 5.04076326 | 0.00000718 |
|            31 | 2.30371592 | 2.13964091 | 5.04078097 | 0.00000496 |
|            32 | 2.30373239 | 2.13962367 | 5.04076875 | 0.00000342 |
|            33 | 2.30372103 | 2.13963557 | 5.04077718 | 0.00000236 |
|            34 | 2.30372887 | 2.13962736 | 5.04077137 | 0.00000163 |
|            35 | 2.30372347 | 2.13963303 | 5.04077538 | 0.00000112 |
|            36 | 2.30372720 | 2.13962912 | 5.04077261 | 0.00000077 |
|            37 | 2.30372462 | 2.13963182 | 5.04077452 | 0.00000053 |
|            38 | 2.30372640 | 2.13962996 | 5.04077320 | 0.00000037 |
|            39 | 2.30372517 | 2.13963124 | 5.04077411 | 0.00000025 |
|            40 | 2.30372602 | 2.13963035 | 5.04077348 | 0.00000018 |
|            41 | 2.30372544 | 2.13963096 | 5.04077392 | 0.00000012 |
|            42 | 2.30372584 | 2.13963054 | 5.04077362 | 0.00000008 |



Resultados del metodo de SOR con la matriz A: 
[[100. -68.   3.]
 [-20.  40.  12.]
 [-10.  10.  40.]]
b: 
[100.   100.   199.99]
x0:
[0. 0. 0.]
w:
0.4
 

|   Iteraciones |         x1 |         x2 |         x3 |      Error |
|---------------|------------|------------|------------|------------|
|             0 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 |
|             1 | 0.40000000 | 1.08000000 | 1.93190000 | 1.93190000 |
|             2 | 0.91057720 | 1.59828744 | 3.09026898 | 1.15836898 |
|             3 | 1.34399728 | 1.85693964 | 3.80276715 | 0.71249817 |
|             4 | 1.66585274 | 1.99100228 | 4.24904534 | 0.44627819 |
|             5 | 1.89007572 | 2.06273107 | 4.53206167 | 0.28301633 |
|             6 | 2.04072354 | 2.10193595 | 4.71301576 | 0.18095409 |
|             7 | 2.13960452 | 2.12352058 | 4.82931785 | 0.11630209 |
|             8 | 2.20340849 | 2.13527591 | 4.90430397 | 0.07498612 |
|             9 | 2.24398849 | 2.14144677 | 4.95273655 | 0.04843259 |
|            10 | 2.26943378 | 2.14442643 | 4.98404267 | 0.03130611 |
|            11 | 2.28513574 | 2.14559789 | 5.00427939 | 0.02023672 |
|            12 | 2.29463272 | 2.14577175 | 5.01735373 | 0.01307434 |
|            13 | 2.30022130 | 2.14542486 | 5.02579188 | 0.00843815 |
|            14 | 2.30337884 | 2.14483566 | 5.03122945 | 0.00543757 |
|            15 | 2.30504785 | 2.14416343 | 5.03472611 | 0.00349666 |
|            16 | 2.30582445 | 2.14349582 | 5.03696853 | 0.00224242 |
|            17 | 2.30608191 | 2.14287765 | 5.03840154 | 0.00143301 |
|            18 | 2.30605105 | 2.14232861 | 5.03931317 | 0.00091163 |
|            19 | 2.30587225 | 2.14185404 | 5.03988972 | 0.00057655 |
|            20 | 2.30562897 | 2.14145145 | 5.04025159 | 0.00040259 |
|            21 | 2.30536916 | 2.14111451 | 5.04047642 | 0.00033694 |
|            22 | 2.30511893 | 2.14083532 | 5.04061421 | 0.00027919 |
|            23 | 2.30489119 | 2.14060573 | 5.04069707 | 0.00022960 |
|            24 | 2.30469111 | 2.14041801 | 5.04074555 | 0.00020008 |
|            25 | 2.30451942 | 2.14026522 | 5.04077275 | 0.00017169 |
|            26 | 2.30437452 | 2.14014131 | 5.04078697 | 0.00014490 |
|            27 | 2.30425370 | 2.14004109 | 5.04079344 | 0.00012082 |
|            28 | 2.30415388 | 2.13996021 | 5.04079543 | 0.00009983 |
|            29 | 2.30407196 | 2.13989507 | 5.04079495 | 0.00008192 |
|            30 | 2.30400509 | 2.13984267 | 5.04079321 | 0.00006686 |
|            31 | 2.30395074 | 2.13980056 | 5.04079095 | 0.00005435 |
|            32 | 2.30390671 | 2.13976677 | 5.04078856 | 0.00004404 |
|            33 | 2.30387112 | 2.13973966 | 5.04078628 | 0.00003559 |
|            34 | 2.30384242 | 2.13971792 | 5.04078422 | 0.00002870 |
|            35 | 2.30381932 | 2.13970051 | 5.04078241 | 0.00002310 |
|            36 | 2.30380074 | 2.13968657 | 5.04078087 | 0.00001858 |
|            37 | 2.30378582 | 2.13967540 | 5.04077956 | 0.00001492 |
|            38 | 2.30377385 | 2.13966646 | 5.04077848 | 0.00001197 |
|            39 | 2.30376424 | 2.13965931 | 5.04077758 | 0.00000960 |
|            40 | 2.30375655 | 2.13965359 | 5.04077684 | 0.00000770 |
|            41 | 2.30375038 | 2.13964901 | 5.04077624 | 0.00000617 |
|            42 | 2.30374544 | 2.13964534 | 5.04077576 | 0.00000494 |
|            43 | 2.30374149 | 2.13964241 | 5.04077536 | 0.00000395 |
|            44 | 2.30373833 | 2.13964007 | 5.04077504 | 0.00000316 |
|            45 | 2.30373579 | 2.13963820 | 5.04077479 | 0.00000253 |
|            46 | 2.30373377 | 2.13963670 | 5.04077458 | 0.00000203 |
|            47 | 2.30373215 | 2.13963550 | 5.04077441 | 0.00000162 |
|            48 | 2.30373085 | 2.13963454 | 5.04077428 | 0.00000130 |
|            49 | 2.30372981 | 2.13963377 | 5.04077417 | 0.00000104 |
|            50 | 2.30372898 | 2.13963316 | 5.04077409 | 0.00000083 |
|            51 | 2.30372832 | 2.13963267 | 5.04077402 | 0.00000066 |
|            52 | 2.30372779 | 2.13963228 | 5.04077396 | 0.00000053 |
|            53 | 2.30372737 | 2.13963197 | 5.04077392 | 0.00000042 |
|            54 | 2.30372703 | 2.13963171 | 5.04077388 | 0.00000034 |
|            55 | 2.30372676 | 2.13963151 | 5.04077385 | 0.00000027 |
|            56 | 2.30372654 | 2.13963135 | 5.04077383 | 0.00000022 |
|            57 | 2.30372637 | 2.13963123 | 5.04077381 | 0.00000017 |
|            58 | 2.30372623 | 2.13963112 | 5.04077380 | 0.00000014 |
|            59 | 2.30372612 | 2.13963104 | 5.04077379 | 0.00000011 |
|            60 | 2.30372603 | 2.13963098 | 5.04077378 | 0.00000009 |



Resultados del metodo de Vandermonde

Matriz de Vandermonde: 
[[-8.  4. -2.  1.]
 [-1.  1. -1.  1.]
 [ 8.  4.  2.  1.]
 [27.  9.  3.  1.]]
Coeficientes: 
[ 4.11916667e-01  9.41500000e-01 -5.83391667e+00 -3.50000000e-03]
Polinomio de Vandermonde: 
0.411916666666667*x**3 + 0.9415*x**2 - 5.83391666666667*x - 0.00349999999999897



Resultados del metodo de Diferencias Divididas de Newton

Tabla de Diferencias Divididas: 
     X       Y        1A        2A        3A
0 -2.0  12.135  0.000000  0.000000  0.000000
1 -1.0   6.360 -5.775000  0.000000  0.000000
2  2.0  -4.610 -3.656667  0.529583  0.000000
3  3.0   2.090  6.700000  2.589167  0.411917
Coeficientes: 
[12.135, -5.7749999999999995, 0.5295833333333332, 0.41191666666666676]
Polinomio de Diferencias Divididas de Newton: 
12.135-5.7749999999999995*(x + 2.0)+0.5295833333333332*(x + 2.0)*(x + 1.0)+0.41191666666666676*(x + 2.0)*(x + 1.0)*(x - 2.0)



Resultados del metodo de Vandermonde

Matriz de Vandermonde: 

[[-8.  4. -2.  1.]
 [-1.  1. -1.  1.]
 [ 8.  4.  2.  1.]
 [27.  9.  3.  1.]]

Coeficientes: 

[ 4.11666667e-01  9.42500000e-01 -5.83416667e+00 -5.00000000e-03]

Polinomio de Vandermonde: 

0.411666666666667*x**3 + 0.9425*x**2 - 5.83416666666667*x - 0.00499999999999947

